x1,x2,x3 ,y
0.6 , 0.4 , 0.4 , 0.7565400000000001
0.6 , 0.4 , 0.6 , 0.7621600000000001
0.6 , 0.4 , 0.8 , 0.7677800000000001
0.6 , 0.4 , 1.0 , 0.7734000000000001
0.6 , 0.6 , -1.0 , 0.7308
0.6 , 0.6 , -0.8 , 0.7384799999999999
0.6 , 0.6 , -0.6 , 0.74616
0.6 , 0.6 , -0.4 , 0.75384
0.6 , 0.6 , -0.2 , 0.7615200000000001
0.6 , 0.6 , 0.0 , 0.7692
0.6 , 0.6 , 0.2 , 0.7768799999999999
0.6 , 0.6 , 0.4 , 0.78456
0.6 , 0.6 , 0.6 , 0.7922399999999999
0.6 , 0.6 , 0.8 , 0.7999200000000001
0.6 , 0.6 , 1.0 , 0.8076
0.6 , 0.8 , -1.0 , 0.7444000000000001
0.6 , 0.8 , -0.8 , 0.75414
0.6 , 0.8 , -0.6 , 0.76388
0.6 , 0.8 , -0.4 , 0.77362
0.6 , 0.8 , -0.2 , 0.7833600000000001
0.6 , 0.8 , 0.0 , 0.7931
0.6 , 0.8 , 0.2 , 0.80284
0.6 , 0.8 , 0.4 , 0.8125800000000001
0.6 , 0.8 , 0.6 , 0.82232
0.6 , 0.8 , 0.8 , 0.83206
0.6 , 0.8 , 1.0 , 0.8418
0.6 , 1.0 , -1.0 , 0.758
0.6 , 1.0 , -0.8 , 0.7697999999999999
0.6 , 1.0 , -0.6 , 0.7816
0.6 , 1.0 , -0.4 , 0.7933999999999999
0.6 , 1.0 , -0.2 , 0.8052
0.6 , 1.0 , 0.0 , 0.817
0.6 , 1.0 , 0.2 , 0.8287999999999999
0.6 , 1.0 , 0.4 , 0.8406
0.6 , 1.0 , 0.6 , 0.8523999999999999
0.6 , 1.0 , 0.8 , 0.8642
0.6 , 1.0 , 1.0 , 0.8759999999999999
0.8 , -1.0 , -1.0 , 0.6160000000000001
0.8 , -1.0 , -0.8 , 0.6071000000000001
0.8 , -1.0 , -0.6 , 0.5982000000000001
0.8 , -1.0 , -0.4 , 0.5893
0.8 , -1.0 , -0.2 , 0.5804
0.8 , -1.0 , 0.0 , 0.5715
0.8 , -1.0 , 0.2 , 0.5626
0.8 , -1.0 , 0.4 , 0.5537
0.8 , -1.0 , 0.6 , 0.5448
0.8 , -1.0 , 0.8 , 0.5358999999999999
0.8 , -1.0 , 1.0 , 0.5269999999999999
0.8 , -0.8 , -1.0 , 0.6298000000000001
0.8 , -0.8 , -0.8 , 0.62298
0.8 , -0.8 , -0.6 , 0.61616
0.8 , -0.8 , -0.4 , 0.60934
0.8 , -0.8 , -0.2 , 0.6025200000000001
0.8 , -0.8 , 0.0 , 0.5957
0.8 , -0.8 , 0.2 , 0.58888
0.8 , -0.8 , 0.4 , 0.58206
0.8 , -0.8 , 0.6 , 0.57524
0.8 , -0.8 , 0.8 , 0.56842
0.8 , -0.8 , 1.0 , 0.5615999999999999
0.8 , -0.6 , -1.0 , 0.6436
0.8 , -0.6 , -0.8 , 0.6388599999999999
0.8 , -0.6 , -0.6 , 0.63412
0.8 , -0.6 , -0.4 , 0.6293799999999999
0.8 , -0.6 , -0.2 , 0.62464
0.8 , -0.6 , 0.0 , 0.6198999999999999
0.8 , -0.6 , 0.2 , 0.6151599999999998
0.8 , -0.6 , 0.4 , 0.6104199999999999
0.8 , -0.6 , 0.6 , 0.6056799999999998
0.8 , -0.6 , 0.8 , 0.6009399999999999
0.8 , -0.6 , 1.0 , 0.5961999999999998
0.8 , -0.4 , -1.0 , 0.6574000000000001
0.8 , -0.4 , -0.8 , 0.65474
0.8 , -0.4 , -0.6 , 0.6520800000000001
0.8 , -0.4 , -0.4 , 0.64942
0.8 , -0.4 , -0.2 , 0.6467600000000001
0.8 , -0.4 , 0.0 , 0.6441
0.8 , -0.4 , 0.2 , 0.6414399999999999
0.8 , -0.4 , 0.4 , 0.63878
0.8 , -0.4 , 0.6 , 0.6361199999999999
0.8 , -0.4 , 0.8 , 0.63346
0.8 , -0.4 , 1.0 , 0.6307999999999999
0.8 , -0.2 , -1.0 , 0.6712
0.8 , -0.2 , -0.8 , 0.67062
0.8 , -0.2 , -0.6 , 0.6700400000000001
0.8 , -0.2 , -0.4 , 0.66946
0.8 , -0.2 , -0.2 , 0.66888
0.8 , -0.2 , 0.0 , 0.6683
0.8 , -0.2 , 0.2 , 0.66772
0.8 , -0.2 , 0.4 , 0.66714
0.8 , -0.2 , 0.6 , 0.6665599999999999
0.8 , -0.2 , 0.8 , 0.66598
0.8 , -0.2 , 1.0 , 0.6654
0.8 , 0.0 , -1.0 , 0.685
0.8 , 0.0 , -0.8 , 0.6865
0.8 , 0.0 , -0.6 , 0.6880000000000001
0.8 , 0.0 , -0.4 , 0.6895
0.8 , 0.0 , -0.2 , 0.6910000000000001
0.8 , 0.0 , 0.0 , 0.6925
0.8 , 0.0 , 0.2 , 0.694
0.8 , 0.0 , 0.4 , 0.6955
0.8 , 0.0 , 0.6 , 0.697
0.8 , 0.0 , 0.8 , 0.6985
0.8 , 0.0 , 1.0 , 0.7
0.8 , 0.2 , -1.0 , 0.6988000000000001
0.8 , 0.2 , -0.8 , 0.70238
0.8 , 0.2 , -0.6 , 0.70596
0.8 , 0.2 , -0.4 , 0.70954
0.8 , 0.2 , -0.2 , 0.7131200000000001
0.8 , 0.2 , 0.0 , 0.7167
0.8 , 0.2 , 0.2 , 0.7202799999999999
0.8 , 0.2 , 0.4 , 0.7238600000000001
0.8 , 0.2 , 0.6 , 0.72744
0.8 , 0.2 , 0.8 , 0.73102
0.8 , 0.2 , 1.0 , 0.7345999999999999
0.8 , 0.4 , -1.0 , 0.7126
0.8 , 0.4 , -0.8 , 0.71826
0.8 , 0.4 , -0.6 , 0.72392
0.8 , 0.4 , -0.4 , 0.72958
0.8 , 0.4 , -0.2 , 0.73524
0.8 , 0.4 , 0.0 , 0.7409
0.8 , 0.4 , 0.2 , 0.74656
0.8 , 0.4 , 0.4 , 0.75222
0.8 , 0.4 , 0.6 , 0.75788
0.8 , 0.4 , 0.8 , 0.76354
0.8 , 0.4 , 1.0 , 0.7692
0.8 , 0.6 , -1.0 , 0.7264000000000002
0.8 , 0.6 , -0.8 , 0.7341400000000001
0.8 , 0.6 , -0.6 , 0.7418800000000001
0.8 , 0.6 , -0.4 , 0.7496200000000001
0.8 , 0.6 , -0.2 , 0.7573600000000001
0.8 , 0.6 , 0.0 , 0.7651000000000001
0.8 , 0.6 , 0.2 , 0.7728400000000001
0.8 , 0.6 , 0.4 , 0.7805800000000002
0.8 , 0.6 , 0.6 , 0.7883200000000001
0.8 , 0.6 , 0.8 , 0.7960600000000001
0.8 , 0.6 , 1.0 , 0.8038000000000001
0.8 , 0.8 , -1.0 , 0.7402
0.8 , 0.8 , -0.8 , 0.75002
0.8 , 0.8 , -0.6 , 0.7598400000000001
0.8 , 0.8 , -0.4 , 0.76966
0.8 , 0.8 , -0.2 , 0.7794800000000001
0.8 , 0.8 , 0.0 , 0.7893
0.8 , 0.8 , 0.2 , 0.7991199999999999
0.8 , 0.8 , 0.4 , 0.80894
0.8 , 0.8 , 0.6 , 0.8187599999999999
0.8 , 0.8 , 0.8 , 0.82858
0.8 , 0.8 , 1.0 , 0.8384
0.8 , 1.0 , -1.0 , 0.754
0.8 , 1.0 , -0.8 , 0.7658999999999999
0.8 , 1.0 , -0.6 , 0.7778
0.8 , 1.0 , -0.4 , 0.7897
0.8 , 1.0 , -0.2 , 0.8016000000000001
0.8 , 1.0 , 0.0 , 0.8135
0.8 , 1.0 , 0.2 , 0.8253999999999999
0.8 , 1.0 , 0.4 , 0.8373
0.8 , 1.0 , 0.6 , 0.8492
0.8 , 1.0 , 0.8 , 0.8611000000000001
0.8 , 1.0 , 1.0 , 0.873
1.0 , -1.0 , -1.0 , 0.6100000000000001
1.0 , -1.0 , -0.8 , 0.6010000000000001
1.0 , -1.0 , -0.6 , 0.5920000000000001
1.0 , -1.0 , -0.4 , 0.5830000000000001
1.0 , -1.0 , -0.2 , 0.5740000000000001
1.0 , -1.0 , 0.0 , 0.5650000000000001
1.0 , -1.0 , 0.2 , 0.556
1.0 , -1.0 , 0.4 , 0.547
1.0 , -1.0 , 0.6 , 0.538
1.0 , -1.0 , 0.8 , 0.529
1.0 , -1.0 , 1.0 , 0.52
1.0 , -0.8 , -1.0 , 0.6240000000000001
1.0 , -0.8 , -0.8 , 0.6171000000000001
1.0 , -0.8 , -0.6 , 0.6102000000000001
1.0 , -0.8 , -0.4 , 0.6033000000000001
1.0 , -0.8 , -0.2 , 0.5964
1.0 , -0.8 , 0.0 , 0.5895
1.0 , -0.8 , 0.2 , 0.5826
1.0 , -0.8 , 0.4 , 0.5757
1.0 , -0.8 , 0.6 , 0.5688
1.0 , -0.8 , 0.8 , 0.5619
1.0 , -0.8 , 1.0 , 0.5549999999999999
1.0 , -0.6 , -1.0 , 0.6380000000000001
1.0 , -0.6 , -0.8 , 0.6332000000000001
1.0 , -0.6 , -0.6 , 0.6284000000000002
1.0 , -0.6 , -0.4 , 0.6236000000000002
1.0 , -0.6 , -0.2 , 0.6188000000000001
1.0 , -0.6 , 0.0 , 0.6140000000000001
1.0 , -0.6 , 0.2 , 0.6092000000000001
1.0 , -0.6 , 0.4 , 0.6044
1.0 , -0.6 , 0.6 , 0.5996
1.0 , -0.6 , 0.8 , 0.5948000000000001
1.0 , -0.6 , 1.0 , 0.5900000000000001
1.0 , -0.4 , -1.0 , 0.652
1.0 , -0.4 , -0.8 , 0.6493
1.0 , -0.4 , -0.6 , 0.6466000000000001
1.0 , -0.4 , -0.4 , 0.6438999999999999
1.0 , -0.4 , -0.2 , 0.6412
1.0 , -0.4 , 0.0 , 0.6385
1.0 , -0.4 , 0.2 , 0.6357999999999999
1.0 , -0.4 , 0.4 , 0.6331
1.0 , -0.4 , 0.6 , 0.6303999999999998
1.0 , -0.4 , 0.8 , 0.6276999999999999
1.0 , -0.4 , 1.0 , 0.6249999999999999
1.0 , -0.2 , -1.0 , 0.666
1.0 , -0.2 , -0.8 , 0.6654
1.0 , -0.2 , -0.6 , 0.6648000000000001
1.0 , -0.2 , -0.4 , 0.6642
1.0 , -0.2 , -0.2 , 0.6636000000000001
1.0 , -0.2 , 0.0 , 0.663
1.0 , -0.2 , 0.2 , 0.6624
1.0 , -0.2 , 0.4 , 0.6618
1.0 , -0.2 , 0.6 , 0.6612
1.0 , -0.2 , 0.8 , 0.6606000000000001
1.0 , -0.2 , 1.0 , 0.66
1.0 , 0.0 , -1.0 , 0.68
1.0 , 0.0 , -0.8 , 0.6815
1.0 , 0.0 , -0.6 , 0.683
1.0 , 0.0 , -0.4 , 0.6845
1.0 , 0.0 , -0.2 , 0.686
1.0 , 0.0 , 0.0 , 0.6875
1.0 , 0.0 , 0.2 , 0.689
1.0 , 0.0 , 0.4 , 0.6905
1.0 , 0.0 , 0.6 , 0.692
1.0 , 0.0 , 0.8 , 0.6935
1.0 , 0.0 , 1.0 , 0.695
1.0 , 0.2 , -1.0 , 0.6940000000000001
1.0 , 0.2 , -0.8 , 0.6976
1.0 , 0.2 , -0.6 , 0.7012
1.0 , 0.2 , -0.4 , 0.7048
1.0 , 0.2 , -0.2 , 0.7084
1.0 , 0.2 , 0.0 , 0.712
1.0 , 0.2 , 0.2 , 0.7155999999999999
1.0 , 0.2 , 0.4 , 0.7192
1.0 , 0.2 , 0.6 , 0.7227999999999999
1.0 , 0.2 , 0.8 , 0.7263999999999999
1.0 , 0.2 , 1.0 , 0.7299999999999999
1.0 , 0.4 , -1.0 , 0.7080000000000001
1.0 , 0.4 , -0.8 , 0.7137
1.0 , 0.4 , -0.6 , 0.7194
1.0 , 0.4 , -0.4 , 0.7251000000000001
1.0 , 0.4 , -0.2 , 0.7308000000000001
1.0 , 0.4 , 0.0 , 0.7365
1.0 , 0.4 , 0.2 , 0.7422
1.0 , 0.4 , 0.4 , 0.7479
1.0 , 0.4 , 0.6 , 0.7536
1.0 , 0.4 , 0.8 , 0.7593000000000001
1.0 , 0.4 , 1.0 , 0.765
1.0 , 0.6 , -1.0 , 0.722
1.0 , 0.6 , -0.8 , 0.7297999999999999
1.0 , 0.6 , -0.6 , 0.7375999999999999
1.0 , 0.6 , -0.4 , 0.7453999999999998
1.0 , 0.6 , -0.2 , 0.7532
1.0 , 0.6 , 0.0 , 0.7609999999999999
1.0 , 0.6 , 0.2 , 0.7687999999999998
1.0 , 0.6 , 0.4 , 0.7766
1.0 , 0.6 , 0.6 , 0.7843999999999999
1.0 , 0.6 , 0.8 , 0.7921999999999999
1.0 , 0.6 , 1.0 , 0.7999999999999998
1.0 , 0.8 , -1.0 , 0.736
1.0 , 0.8 , -0.8 , 0.7458999999999999
1.0 , 0.8 , -0.6 , 0.7558
1.0 , 0.8 , -0.4 , 0.7656999999999999
1.0 , 0.8 , -0.2 , 0.7756000000000001
1.0 , 0.8 , 0.0 , 0.7855
1.0 , 0.8 , 0.2 , 0.7953999999999999
1.0 , 0.8 , 0.4 , 0.8053
1.0 , 0.8 , 0.6 , 0.8151999999999999
1.0 , 0.8 , 0.8 , 0.8251000000000001
1.0 , 0.8 , 1.0 , 0.835
1.0 , 1.0 , -1.0 , 0.75
1.0 , 1.0 , -0.8 , 0.7619999999999999
1.0 , 1.0 , -0.6 , 0.774
1.0 , 1.0 , -0.4 , 0.7859999999999999
1.0 , 1.0 , -0.2 , 0.798
1.0 , 1.0 , 0.0 , 0.8099999999999999
1.0 , 1.0 , 0.2 , 0.8219999999999998
1.0 , 1.0 , 0.4 , 0.834
1.0 , 1.0 , 0.6 , 0.8459999999999999
1.0 , 1.0 , 0.8 , 0.858
1.0 , 1.0 , 1.0 , 0.8699999999999999
